Date,StockCode,QuantitySoldKilo,UnitSellingPrice,WholesalePrice,LossRatePct,ItemName,CategoryName,Year,Month,Day,DayOfWeek,IsWeekend
2022-10-24,102900005115878,9.193,4.0,2.67,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,24,0,0
2022-10-25,102900005115878,4.446,4.0,2.69,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,25,1,0
2022-10-26,102900005115878,6.062,4.0,2.65,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,26,2,0
2022-10-27,102900005115878,9.317,4.0,2.65,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,27,3,0
2022-10-28,102900005115878,10.101,4.0,2.46,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,28,4,0
2022-10-29,102900005115878,28.21,4.0,2.56,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,29,5,1
2022-10-30,102900005115878,16.041,4.0,2.25,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,30,6,1
2022-10-31,102900005115878,6.086,4.0,2.56,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,10,31,0,0
2022-11-01,102900005115878,6.894,4.0,2.24,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,1,1,0
2022-11-03,102900005115878,5.6579999999999995,4.0,2.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,3,3,0
2022-11-05,102900005115878,13.436,4.0,2.04,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,5,5,1
2022-11-06,102900005115878,8.056000000000001,4.0,2.08,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,6,6,1
2022-11-07,102900005115878,2.955,4.0,2.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,7,0,0
2022-11-08,102900005115878,5.96,4.0,2.03,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,8,1,0
2022-11-09,102900005115878,4.2940000000000005,4.0,2.03,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,9,2,0
2022-11-10,102900005115878,6.29,4.0,2.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,10,3,0
2022-11-11,102900005115878,6.668,4.0,2.05,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,11,4,0
2022-11-12,102900005115878,13.716,4.0,2.15,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,12,5,1
2022-11-13,102900005115878,11.567,4.0,1.98,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,13,6,1
2022-11-14,102900005115878,2.753,4.0,1.99,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,14,0,0
2022-11-15,102900005115878,1.844,4.0,2.04,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,15,1,0
2022-11-16,102900005115878,4.117,4.0,2.04,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,16,2,0
2022-11-17,102900005115878,8.763,4.0,2.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,17,3,0
2022-11-18,102900005115878,12.627,4.0,2.23,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,18,4,0
2022-11-19,102900005115878,34.051,4.0,1.92,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,19,5,1
2022-11-20,102900005115878,11.464,4.0,2.17,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,20,6,1
2022-11-21,102900005115878,30.459,4.0,1.72,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,21,0,0
2022-11-22,102900005115878,7.198,4.0,1.79,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,22,1,0
2022-11-23,102900005115878,12.348,4.0,2.16,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,23,2,0
2022-11-24,102900005115878,12.605,4.0,1.96,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,24,3,0
2022-11-26,102900005115878,10.379,4.0,3.6399999999999997,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,26,5,1
2022-11-27,102900005115878,0.884,4.0,1.61,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,27,6,1
2022-11-28,102900005115878,0.556,4.0,2.13,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,28,0,0
2022-11-29,102900005115878,1.086,4.0,2.1,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,11,29,1,0
2022-12-04,102900005115878,7.249,4.0,2.44,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,4,6,1
2022-12-05,102900005115878,10.381,4.0,2.24,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,5,0,0
2022-12-06,102900005115878,22.934,4.0,2.24,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,6,1,0
2022-12-07,102900005115878,11.517,3.6,2.18,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,7,2,0
2022-12-08,102900005115878,7.0809999999999995,3.5999999999999996,2.18,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,8,3,0
2022-12-09,102900005115878,6.715,3.6,2.18,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,9,4,0
2022-12-10,102900005115878,5.4510000000000005,3.6,2.2,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,10,5,1
2022-12-11,102900005115878,6.91,3.6,2.22,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,11,6,1
2022-12-12,102900005115878,5.309,3.6,2.22,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,12,0,0
2022-12-13,102900005115878,6.163,2.8,2.22,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,13,1,0
2022-12-14,102900005115878,1.957,2.8,2.22,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,14,2,0
2022-12-15,102900005115878,4.492,2.8,2.22,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,15,3,0
2022-12-16,102900005115878,6.827999999999999,3.5999999999999996,2.43,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,16,4,0
2022-12-17,102900005115878,11.55,3.6,2.5,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,17,5,1
2022-12-19,102900005115878,5.127,4.0,2.49,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,19,0,0
2022-12-20,102900005115878,7.427,4.0,2.48,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,20,1,0
2022-12-21,102900005115878,5.019,4.8,2.45,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,21,2,0
2022-12-25,102900005115878,7.401,6.0,5.19,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,25,6,1
2022-12-28,102900005115878,3.1870000000000003,6.0,5.4,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,28,2,0
2022-12-29,102900005115878,4.454,9.2,6.16,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,29,3,0
2022-12-30,102900005115878,5.0,9.2,6.28,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,30,4,0
2022-12-31,102900005115878,5.0009999999999994,9.2,6.38,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2022,12,31,5,1
2023-01-01,102900005115878,7.785,9.2,6.34,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,1,6,1
2023-01-03,102900005115878,4.039,9.2,6.32,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,3,1,0
2023-01-04,102900005115878,4.596,9.2,6.44,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,4,2,0
2023-01-07,102900005115878,5.4239999999999995,9.2,6.410000000000001,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,7,5,1
2023-01-08,102900005115878,5.874,9.2,6.41,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,8,6,1
2023-01-09,102900005115878,3.493,9.2,6.46,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,9,0,0
2023-01-10,102900005115878,4.695,9.2,6.47,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,10,1,0
2023-01-11,102900005115878,4.9,9.2,6.42,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,11,2,0
2023-01-12,102900005115878,4.683,9.2,6.429999999999999,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,12,3,0
2023-01-13,102900005115878,3.855,9.2,6.94,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,13,4,0
2023-01-14,102900005115878,8.323,10.0,7.2,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,14,5,1
2023-01-15,102900005115878,9.017,10.0,7.28,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,15,6,1
2023-01-16,102900005115878,3.926,10.0,7.279999999999999,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,16,0,0
2023-01-17,102900005115878,4.5489999999999995,10.0,7.28,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,17,1,0
2023-01-18,102900005115878,8.144,10.0,7.279999999999999,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,18,2,0
2023-01-19,102900005115878,9.498000000000001,10.0,7.260000000000001,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,19,3,0
2023-01-20,102900005115878,16.923000000000002,10.0,7.25,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,20,4,0
2023-01-22,102900005115878,9.077,10.0,7.239999999999999,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,22,6,1
2023-01-23,102900005115878,10.052,10.0,7.430000000000001,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,23,0,0
2023-01-24,102900005115878,4.407,10.0,7.320000000000001,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,24,1,0
2023-01-26,102900005115878,7.573,10.0,6.47,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,26,3,0
2023-01-27,102900005115878,16.406,10.0,6.31,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,27,4,0
2023-01-28,102900005115878,8.626,10.0,6.27,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,28,5,1
2023-01-29,102900005115878,4.378,10.0,6.25,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,1,29,6,1
2023-03-14,102900005115878,5.188000000000001,8.0,4.02,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,14,1,0
2023-03-15,102900005115878,4.609999999999999,8.0,4.03,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,15,2,0
2023-03-16,102900005115878,10.906,8.0,4.41,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,16,3,0
2023-03-17,102900005115878,12.174,8.0,4.52,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,17,4,0
2023-03-18,102900005115878,11.71,8.0,4.93,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,18,5,1
2023-03-19,102900005115878,11.321,8.0,4.96,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,19,6,1
2023-03-20,102900005115878,3.606,8.0,4.9799999999999995,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,20,0,0
2023-03-21,102900005115878,6.836,8.0,5.48,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,21,1,0
2023-03-22,102900005115878,5.516,8.0,5.48,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,22,2,0
2023-03-23,102900005115878,2.387,8.0,5.5,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,23,3,0
2023-03-24,102900005115878,5.8309999999999995,8.0,5.51,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,24,4,0
2023-03-25,102900005115878,10.795,8.0,5.56,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,25,5,1
2023-03-26,102900005115878,8.077,8.0,5.56,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,26,6,1
2023-03-27,102900005115878,5.403,8.0,5.51,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,27,0,0
2023-03-28,102900005115878,7.3870000000000005,8.0,5.79,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,28,1,0
2023-03-29,102900005115878,4.975,8.0,5.99,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,29,2,0
2023-03-30,102900005115878,4.221,8.0,5.71,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,30,3,0
2023-03-31,102900005115878,5.467,8.0,5.51,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,3,31,4,0
2023-04-01,102900005115878,6.973,8.0,5.49,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,1,5,1
2023-04-02,102900005115878,11.597,8.0,5.49,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,2,6,1
2023-04-03,102900005115878,5.704,8.0,5.51,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,3,0,0
2023-04-04,102900005115878,3.819,8.0,5.96,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,4,1,0
2023-04-05,102900005115878,5.416,8.0,5.96,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,5,2,0
2023-04-06,102900005115878,5.126,8.0,5.98,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,6,3,0
2023-04-07,102900005115878,1.734,8.0,5.99,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,7,4,0
2023-04-08,102900005115878,4.26,8.0,5.989999999999999,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,8,5,1
2023-04-09,102900005115878,6.444,8.0,5.99,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,9,6,1
2023-04-10,102900005115878,2.01,8.0,5.99,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,10,0,0
2023-04-11,102900005115878,5.126,8.0,5.98,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,11,1,0
2023-04-12,102900005115878,2.3,8.0,6.03,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,12,2,0
2023-04-13,102900005115878,3.5820000000000003,8.0,6.09,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,13,3,0
2023-04-16,102900005115878,9.008000000000001,8.0,6.11,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,16,6,1
2023-04-19,102900005115878,7.915,8.0,6.14,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,19,2,0
2023-04-20,102900005115878,2.098,8.0,6.15,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,20,3,0
2023-04-21,102900005115878,3.718,8.0,6.15,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,21,4,0
2023-04-22,102900005115878,11.219,8.0,6.16,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,22,5,1
2023-04-23,102900005115878,4.774,8.0,6.04,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,23,6,1
2023-04-24,102900005115878,7.476,8.0,6.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,24,0,0
2023-04-25,102900005115878,2.5890000000000004,8.0,6.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,25,1,0
2023-04-26,102900005115878,2.638,8.0,6.42,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,26,2,0
2023-04-29,102900005115878,5.463,10.0,6.91,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,29,5,1
2023-04-30,102900005115878,7.319,10.0,7.06,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,4,30,6,1
2023-05-01,102900005115878,7.683,10.0,7.510000000000001,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,5,1,0,0
2023-05-02,102900005115878,5.151,10.0,7.58,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,5,2,1,0
2023-05-03,102900005115878,10.273,10.0,7.58,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,5,3,2,0
2023-05-04,102900005115878,7.944,10.0,7.580000000000001,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,5,4,3,0
2023-05-05,102900005115878,4.47,10.0,7.77,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,5,5,4,0
2023-05-06,102900005115878,7.677,12.0,8.42,6.27,Garden Chrysanthemum,Flower/Leaf Vegetables,2023,5,6,5,1
2020-09-13,102900005115885,5.324,15.5,10.21,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,9,13,6,1
2020-10-17,102900005115885,3.404,16.0,10.23,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,17,5,1
2020-10-18,102900005115885,2.573,16.0,10.23,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,18,6,1
2020-10-19,102900005115885,2.2279999999999998,16.0,10.179999999999998,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,19,0,0
2020-10-20,102900005115885,2.8409999999999997,16.0,10.18,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,20,1,0
2020-10-22,102900005115885,2.053,16.0,10.23,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,22,3,0
2020-10-23,102900005115885,3.892,16.0,10.25,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,23,4,0
2020-10-24,102900005115885,1.0630000000000002,16.0,10.23,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,24,5,1
2020-10-25,102900005115885,1.614,16.0,10.22,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,25,6,1
2020-10-26,102900005115885,1.152,16.0,10.22,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,26,0,0
2020-10-27,102900005115885,1.4969999999999999,16.0,9.11,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,27,1,0
2020-10-28,102900005115885,3.163,14.0,9.0,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,28,2,0
2020-10-29,102900005115885,2.282,14.0,9.07,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,29,3,0
2020-10-30,102900005115885,2.175,14.0,9.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,30,4,0
2020-10-31,102900005115885,4.859,14.0,9.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,10,31,5,1
2020-11-01,102900005115885,3.533,14.0,8.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,1,6,1
2020-11-06,102900005115885,2.203,14.0,8.25,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,6,4,0
2020-11-07,102900005115885,2.741,14.0,8.25,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,7,5,1
2020-11-08,102900005115885,2.74,14.0,8.23,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,8,6,1
2020-11-09,102900005115885,2.025,14.0,8.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,9,0,0
2020-11-10,102900005115885,1.002,14.0,8.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,10,1,0
2020-11-11,102900005115885,1.238,14.0,8.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,11,2,0
2020-11-12,102900005115885,1.6440000000000001,14.0,8.28,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,12,3,0
2020-11-13,102900005115885,1.116,14.0,8.32,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,13,4,0
2020-11-14,102900005115885,2.946,14.0,8.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,14,5,1
2020-11-15,102900005115885,3.013,14.0,8.14,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,15,6,1
2020-11-16,102900005115885,1.624,14.0,8.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,16,0,0
2020-11-18,102900005115885,2.205,14.0,8.19,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,18,2,0
2020-11-19,102900005115885,0.744,14.0,8.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,19,3,0
2020-11-20,102900005115885,2.517,14.0,8.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,20,4,0
2020-11-21,102900005115885,5.079,14.0,8.16,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,21,5,1
2020-11-22,102900005115885,2.96,14.0,8.17,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,22,6,1
2020-11-23,102900005115885,3.146,14.0,8.16,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,23,0,0
2020-11-24,102900005115885,2.011,14.0,8.14,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,24,1,0
2020-11-25,102900005115885,1.037,14.0,8.14,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,25,2,0
2020-11-26,102900005115885,2.175,14.0,8.73,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,26,3,0
2020-11-27,102900005115885,1.545,14.0,9.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,27,4,0
2020-11-28,102900005115885,3.762,14.0,9.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,28,5,1
2020-11-29,102900005115885,1.959,16.0,9.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,29,6,1
2020-11-30,102900005115885,0.845,16.0,9.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,11,30,0,0
2020-12-02,102900005115885,0.356,18.0,9.15,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,2,2,0
2020-12-03,102900005115885,1.413,18.0,12.17,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,3,3,0
2020-12-04,102900005115885,0.298,19.8,14.24,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,4,4,0
2020-12-05,102900005115885,1.849,19.8,14.24,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,5,5,1
2020-12-06,102900005115885,1.439,19.8,14.24,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,6,6,1
2020-12-07,102900005115885,1.4649999999999999,19.8,14.690000000000001,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,7,0,0
2020-12-12,102900005115885,1.99,19.8,16.39,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,12,5,1
2020-12-13,102900005115885,1.087,19.8,16.39,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,13,6,1
2020-12-14,102900005115885,0.596,19.8,16.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,14,0,0
2020-12-15,102900005115885,0.253,19.8,16.37,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,15,1,0
2020-12-16,102900005115885,1.2120000000000002,19.8,16.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,16,2,0
2020-12-17,102900005115885,0.5860000000000001,19.8,16.37,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,17,3,0
2020-12-18,102900005115885,0.9450000000000001,19.8,16.37,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,18,4,0
2020-12-19,102900005115885,1.718,19.8,16.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,19,5,1
2020-12-20,102900005115885,2.874,19.8,16.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,20,6,1
2020-12-21,102900005115885,1.657,19.8,16.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,21,0,0
2020-12-22,102900005115885,0.343,19.8,16.36,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,22,1,0
2020-12-23,102900005115885,2.55,19.8,16.37,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,23,2,0
2020-12-24,102900005115885,1.282,19.8,16.29,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,24,3,0
2020-12-25,102900005115885,0.338,19.8,16.29,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,25,4,0
2020-12-26,102900005115885,1.47,19.8,16.29,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,26,5,1
2020-12-27,102900005115885,1.5150000000000001,19.8,16.28,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,27,6,1
2020-12-28,102900005115885,0.929,19.8,16.29,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,28,0,0
2020-12-29,102900005115885,0.687,19.8,16.19,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,29,1,0
2020-12-30,102900005115885,0.7430000000000001,19.8,16.19,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,30,2,0
2020-12-31,102900005115885,1.885,19.8,16.18,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2020,12,31,3,0
2021-01-01,102900005115885,0.585,19.8,16.19,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,1,4,0
2021-01-02,102900005115885,2.562,19.8,16.18,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,2,5,1
2021-01-03,102900005115885,2.087,19.8,16.17,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,3,6,1
2021-01-04,102900005115885,0.338,19.8,16.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,4,0,0
2021-01-05,102900005115885,1.183,21.8,16.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,5,1,0
2021-01-06,102900005115885,1.1480000000000001,25.8,16.2,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,6,2,0
2021-01-07,102900005115885,1.315,25.8,18.54,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,7,3,0
2021-01-08,102900005115885,0.523,25.8,20.24,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,8,4,0
2021-01-09,102900005115885,2.245,25.8,20.24,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,9,5,1
2021-01-10,102900005115885,1.046,25.8,16.6,0.47,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,2021,1,10,6,1
